Machine,Time,Temp,Vibration,Avg_Temp,Temp_Dev,Alert
447,447,297.5K,1452,N/A,0.0K,✅ Normal Operation
448,448,297.6K,1376,N/A,0.0K,✅ Normal Operation
449,449,297.5K,1552,N/A,0.0K,✅ Normal Operation
450,450,297.6K,1622,N/A,0.0K,✅ Normal Operation
451,451,297.6K,1419,N/A,0.0K,✅ Normal Operation
452,452,297.5K,1440,N/A,0.0K,✅ Normal Operation
453,453,297.4K,1643,N/A,0.0K,✅ Normal Operation
454,454,297.4K,1510,N/A,0.0K,✅ Normal Operation
455,455,297.4K,1468,N/A,0.0K,✅ Normal Operation
456,456,297.4K,1429,N/A,0.0K,✅ Normal Operation
457,457,297.3K,1478,N/A,0.0K,✅ Normal Operation
458,458,297.4K,1276,N/A,0.0K,✅ Normal Operation
459,459,297.3K,1486,N/A,0.0K,✅ Normal Operation
460,460,297.4K,1476,N/A,0.0K,✅ Normal Operation
461,461,297.3K,1431,N/A,0.0K,✅ Normal Operation
462,462,297.4K,1402,N/A,0.0K,✅ Normal Operation
463,463,297.4K,1433,N/A,0.0K,✅ Normal Operation
464,464,297.4K,2874,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
465,465,297.3K,1511,N/A,0.0K,✅ Normal Operation
466,466,297.3K,1456,N/A,0.0K,✅ Normal Operation
467,467,297.2K,1550,N/A,0.0K,✅ Normal Operation
468,468,297.2K,2182,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
469,469,297.3K,1619,N/A,0.0K,✅ Normal Operation
470,470,297.3K,1586,N/A,0.0K,✅ Normal Operation
471,471,297.3K,1499,N/A,0.0K,✅ Normal Operation
472,472,297.3K,1419,N/A,0.0K,✅ Normal Operation
473,473,297.4K,1497,N/A,0.0K,✅ Normal Operation
474,474,297.4K,1520,N/A,0.0K,✅ Normal Operation
475,475,297.4K,1478,N/A,0.0K,✅ Normal Operation
476,476,297.4K,1380,N/A,0.0K,✅ Normal Operation
477,477,297.4K,1570,N/A,0.0K,✅ Normal Operation
478,478,297.4K,1468,N/A,0.0K,✅ Normal Operation
479,479,297.4K,1833,N/A,0.0K,✅ Normal Operation
480,480,297.4K,1323,N/A,0.0K,✅ Normal Operation
481,481,297.4K,1583,N/A,0.0K,✅ Normal Operation
482,482,297.3K,1556,N/A,0.0K,✅ Normal Operation
483,483,297.3K,1548,N/A,0.0K,✅ Normal Operation
484,484,297.4K,1324,N/A,0.0K,✅ Normal Operation
485,485,297.4K,1568,N/A,0.0K,✅ Normal Operation
486,486,297.4K,1685,N/A,0.0K,✅ Normal Operation
487,487,297.4K,1582,N/A,0.0K,✅ Normal Operation
488,488,297.4K,1463,N/A,0.0K,✅ Normal Operation
489,489,297.4K,1584,N/A,0.0K,✅ Normal Operation
490,490,297.5K,1347,N/A,0.0K,✅ Normal Operation
491,491,297.4K,1459,N/A,0.0K,✅ Normal Operation
492,492,297.4K,1420,N/A,0.0K,✅ Normal Operation
493,493,297.5K,1404,N/A,0.0K,✅ Normal Operation
494,494,297.5K,1470,N/A,0.0K,✅ Normal Operation
495,495,297.6K,1326,N/A,0.0K,✅ Normal Operation
496,496,297.5K,1459,N/A,0.0K,✅ Normal Operation
497,497,297.5K,1530,N/A,0.0K,✅ Normal Operation
498,498,297.4K,1505,N/A,0.0K,✅ Normal Operation
499,499,297.5K,1611,N/A,0.0K,✅ Normal Operation
500,500,297.5K,1515,N/A,0.0K,✅ Normal Operation
501,501,297.5K,1804,N/A,0.0K,✅ Normal Operation
502,502,297.6K,1464,N/A,0.0K,✅ Normal Operation
503,503,297.6K,1390,N/A,0.0K,✅ Normal Operation
504,504,297.6K,1442,N/A,0.0K,✅ Normal Operation
505,505,297.6K,1529,N/A,0.0K,✅ Normal Operation
506,506,297.6K,1610,N/A,0.0K,✅ Normal Operation
507,507,297.6K,1543,N/A,0.0K,✅ Normal Operation
508,508,297.8K,1445,N/A,0.0K,✅ Normal Operation
509,509,297.7K,1893,N/A,0.0K,✅ Normal Operation
510,510,297.6K,1415,N/A,0.0K,✅ Normal Operation
511,511,297.5K,1564,N/A,0.0K,✅ Normal Operation
512,512,297.5K,1479,N/A,0.0K,✅ Normal Operation
513,513,297.5K,1426,N/A,0.0K,✅ Normal Operation
514,514,297.4K,1428,N/A,0.0K,✅ Normal Operation
515,515,297.4K,1620,N/A,0.0K,✅ Normal Operation
516,516,297.5K,1715,N/A,0.0K,✅ Normal Operation
517,517,297.5K,1732,N/A,0.0K,✅ Normal Operation
518,518,297.5K,1391,N/A,0.0K,✅ Normal Operation
519,519,297.6K,1924,N/A,0.0K,✅ Normal Operation
520,520,297.7K,2027,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
521,521,297.6K,1617,N/A,0.0K,✅ Normal Operation
522,522,297.5K,1497,N/A,0.0K,✅ Normal Operation
523,523,297.5K,1448,N/A,0.0K,✅ Normal Operation
524,524,297.4K,1401,N/A,0.0K,✅ Normal Operation
525,525,297.4K,1620,N/A,0.0K,✅ Normal Operation
526,526,297.4K,1466,N/A,0.0K,✅ Normal Operation
527,527,297.6K,1373,N/A,0.0K,✅ Normal Operation
528,528,297.6K,1592,N/A,0.0K,✅ Normal Operation
529,529,297.5K,1553,N/A,0.0K,✅ Normal Operation
530,530,297.6K,1569,N/A,0.0K,✅ Normal Operation
531,531,297.6K,1709,N/A,0.0K,✅ Normal Operation
532,532,297.6K,1549,N/A,0.0K,✅ Normal Operation
533,533,297.5K,1443,N/A,0.0K,✅ Normal Operation
534,534,297.5K,1675,N/A,0.0K,✅ Normal Operation
535,535,297.5K,1623,N/A,0.0K,✅ Normal Operation
536,536,297.4K,1365,N/A,0.0K,✅ Normal Operation
537,537,297.4K,1759,N/A,0.0K,✅ Normal Operation
538,538,297.4K,1516,N/A,0.0K,✅ Normal Operation
539,539,297.4K,1499,N/A,0.0K,✅ Normal Operation
540,540,297.4K,1775,N/A,0.0K,✅ Normal Operation
541,541,297.4K,1473,N/A,0.0K,✅ Normal Operation
542,542,297.4K,1296,N/A,0.0K,✅ Normal Operation
543,543,297.5K,1803,N/A,0.0K,✅ Normal Operation
544,544,297.5K,1563,N/A,0.0K,✅ Normal Operation
545,545,297.5K,1831,N/A,0.0K,✅ Normal Operation
546,546,297.6K,1958,N/A,0.0K,✅ Normal Operation
547,547,297.5K,1809,N/A,0.0K,✅ Normal Operation
548,548,297.5K,1482,N/A,0.0K,✅ Normal Operation
549,549,297.4K,1332,N/A,0.0K,✅ Normal Operation
550,550,297.4K,1437,N/A,0.0K,✅ Normal Operation
551,551,297.4K,1698,N/A,0.0K,✅ Normal Operation
552,552,297.4K,1274,N/A,0.0K,✅ Normal Operation
553,553,297.4K,1622,N/A,0.0K,✅ Normal Operation
554,554,297.4K,1564,N/A,0.0K,✅ Normal Operation
555,555,297.5K,1368,N/A,0.0K,✅ Normal Operation
556,556,297.4K,1539,N/A,0.0K,✅ Normal Operation
557,557,297.5K,1357,N/A,0.0K,✅ Normal Operation
558,558,297.5K,1433,N/A,0.0K,✅ Normal Operation
559,559,297.5K,1650,N/A,0.0K,✅ Normal Operation
560,560,297.5K,1503,N/A,0.0K,✅ Normal Operation
561,561,297.5K,1318,N/A,0.0K,✅ Normal Operation
562,562,297.5K,1678,N/A,0.0K,✅ Normal Operation
563,563,297.6K,1574,N/A,0.0K,✅ Normal Operation
564,564,297.7K,1529,N/A,0.0K,✅ Normal Operation
565,565,297.6K,1669,N/A,0.0K,✅ Normal Operation
566,566,297.7K,1570,N/A,0.0K,✅ Normal Operation
567,567,297.6K,1541,N/A,0.0K,✅ Normal Operation
568,568,297.7K,1680,N/A,0.0K,✅ Normal Operation
569,569,297.8K,1935,N/A,0.0K,✅ Normal Operation
570,570,297.7K,1596,N/A,0.0K,✅ Normal Operation
571,571,297.7K,1498,N/A,0.0K,✅ Normal Operation
572,572,297.8K,1676,N/A,0.0K,✅ Normal Operation
573,573,297.8K,1351,N/A,0.0K,✅ Normal Operation
574,574,297.9K,1472,N/A,0.0K,✅ Normal Operation
575,575,297.9K,1439,N/A,0.0K,✅ Normal Operation
576,576,297.9K,1410,N/A,0.0K,✅ Normal Operation
577,577,297.7K,1440,N/A,0.0K,✅ Normal Operation
578,578,297.7K,1591,N/A,0.0K,✅ Normal Operation
579,579,297.8K,1533,N/A,0.0K,✅ Normal Operation
580,580,297.8K,1700,N/A,0.0K,✅ Normal Operation
581,581,297.8K,1798,N/A,0.0K,✅ Normal Operation
582,582,297.8K,1394,N/A,0.0K,✅ Normal Operation
583,583,297.8K,1341,N/A,0.0K,✅ Normal Operation
584,584,297.7K,1697,N/A,0.0K,✅ Normal Operation
585,585,297.6K,1419,N/A,0.0K,✅ Normal Operation
586,586,297.6K,2001,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
587,587,297.6K,1501,N/A,0.0K,✅ Normal Operation
588,588,297.6K,1623,N/A,0.0K,✅ Normal Operation
589,589,297.6K,1628,N/A,0.0K,✅ Normal Operation
590,590,297.6K,1491,N/A,0.0K,✅ Normal Operation
591,591,297.5K,1517,N/A,0.0K,✅ Normal Operation
592,592,297.5K,1525,N/A,0.0K,✅ Normal Operation
593,593,297.5K,1668,N/A,0.0K,✅ Normal Operation
594,594,297.5K,1312,N/A,0.0K,✅ Normal Operation
595,595,297.6K,1278,N/A,0.0K,✅ Normal Operation
596,596,297.6K,1330,N/A,0.0K,✅ Normal Operation
597,597,297.6K,1530,N/A,0.0K,✅ Normal Operation
598,598,297.6K,1428,N/A,0.0K,✅ Normal Operation
599,599,297.7K,1480,N/A,0.0K,✅ Normal Operation
600,600,297.7K,1616,N/A,0.0K,✅ Normal Operation
601,601,297.8K,1547,N/A,0.0K,✅ Normal Operation
602,602,297.9K,2194,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
603,603,297.9K,2000,N/A,0.0K,✅ Normal Operation
604,604,297.9K,1336,N/A,0.0K,✅ Normal Operation
605,605,297.9K,1542,N/A,0.0K,✅ Normal Operation
606,606,297.9K,1693,N/A,0.0K,✅ Normal Operation
607,607,297.9K,1461,N/A,0.0K,✅ Normal Operation
608,608,298.0K,1565,N/A,0.0K,✅ Normal Operation
609,609,298.0K,1403,N/A,0.0K,✅ Normal Operation
610,610,298.1K,1629,N/A,0.0K,✅ Normal Operation
611,611,298.1K,1534,N/A,0.0K,✅ Normal Operation
612,612,298.1K,1553,N/A,0.0K,✅ Normal Operation
613,613,298.1K,1563,N/A,0.0K,✅ Normal Operation
614,614,298.1K,1634,N/A,0.0K,✅ Normal Operation
615,615,298.0K,1445,N/A,0.0K,✅ Normal Operation
616,616,298.1K,1642,N/A,0.0K,✅ Normal Operation
617,617,298.1K,1686,N/A,0.0K,✅ Normal Operation
618,618,298.1K,1393,N/A,0.0K,✅ Normal Operation
619,619,298.2K,1433,N/A,0.0K,✅ Normal Operation
620,620,298.3K,1507,N/A,0.0K,✅ Normal Operation
621,621,298.3K,1389,N/A,0.0K,✅ Normal Operation
622,622,298.3K,1408,N/A,0.0K,✅ Normal Operation
623,623,298.4K,1725,N/A,0.0K,✅ Normal Operation
624,624,298.4K,1926,N/A,0.0K,✅ Normal Operation
625,625,298.3K,1509,N/A,0.0K,✅ Normal Operation
626,626,298.3K,1545,N/A,0.0K,✅ Normal Operation
627,627,298.4K,1533,N/A,0.0K,✅ Normal Operation
628,628,298.4K,1455,N/A,0.0K,✅ Normal Operation
629,629,298.4K,1335,N/A,0.0K,✅ Normal Operation
630,630,298.3K,1523,N/A,0.0K,✅ Normal Operation
631,631,298.3K,1460,N/A,0.0K,✅ Normal Operation
632,632,298.4K,1554,N/A,0.0K,✅ Normal Operation
633,633,298.3K,1419,N/A,0.0K,✅ Normal Operation
634,634,298.3K,1442,N/A,0.0K,✅ Normal Operation
635,635,298.3K,1507,N/A,0.0K,✅ Normal Operation
636,636,298.3K,1858,N/A,0.0K,✅ Normal Operation
637,637,298.3K,1463,N/A,0.0K,✅ Normal Operation
638,638,298.2K,1585,N/A,0.0K,✅ Normal Operation
639,639,298.0K,1536,N/A,0.0K,✅ Normal Operation
640,640,298.0K,1403,N/A,0.0K,✅ Normal Operation
641,641,297.9K,1515,N/A,0.0K,✅ Normal Operation
642,642,297.9K,1390,N/A,0.0K,✅ Normal Operation
643,643,297.8K,1226,N/A,0.0K,✅ Normal Operation
644,644,297.8K,1495,N/A,0.0K,✅ Normal Operation
645,645,297.7K,1608,N/A,0.0K,✅ Normal Operation
646,646,297.7K,1392,N/A,0.0K,✅ Normal Operation
647,647,297.7K,1461,N/A,0.0K,✅ Normal Operation
648,648,297.7K,1559,N/A,0.0K,✅ Normal Operation
649,649,297.7K,1400,N/A,0.0K,✅ Normal Operation
650,650,297.7K,1732,N/A,0.0K,✅ Normal Operation
651,651,297.6K,1611,N/A,0.0K,✅ Normal Operation
652,652,297.6K,1503,N/A,0.0K,✅ Normal Operation
653,653,297.7K,1391,N/A,0.0K,✅ Normal Operation
654,654,297.8K,2015,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
655,655,297.8K,1683,N/A,0.0K,✅ Normal Operation
656,656,297.7K,1435,N/A,0.0K,✅ Normal Operation
657,657,297.7K,1732,N/A,0.0K,✅ Normal Operation
658,658,297.7K,1365,N/A,0.0K,✅ Normal Operation
659,659,297.7K,1562,N/A,0.0K,✅ Normal Operation
660,660,297.6K,1449,N/A,0.0K,✅ Normal Operation
661,661,297.7K,1700,N/A,0.0K,✅ Normal Operation
662,662,297.6K,1427,N/A,0.0K,✅ Normal Operation
663,663,297.6K,1479,N/A,0.0K,✅ Normal Operation
664,664,297.5K,1469,N/A,0.0K,✅ Normal Operation
665,665,297.5K,1390,N/A,0.0K,✅ Normal Operation
666,666,297.5K,1729,N/A,0.0K,✅ Normal Operation
667,667,297.5K,1470,N/A,0.0K,✅ Normal Operation
668,668,297.5K,1459,N/A,0.0K,✅ Normal Operation
669,669,297.5K,1738,N/A,0.0K,✅ Normal Operation
670,670,297.5K,1471,N/A,0.0K,✅ Normal Operation
671,671,297.6K,1822,N/A,0.0K,✅ Normal Operation
672,672,297.5K,1554,N/A,0.0K,✅ Normal Operation
673,673,297.6K,1433,N/A,0.0K,✅ Normal Operation
674,674,297.6K,1449,N/A,0.0K,✅ Normal Operation
675,675,297.8K,1456,N/A,0.0K,✅ Normal Operation
676,676,297.8K,1424,N/A,0.0K,✅ Normal Operation
677,677,297.9K,1577,N/A,0.0K,✅ Normal Operation
678,678,297.9K,1478,N/A,0.0K,✅ Normal Operation
679,679,297.8K,1295,N/A,0.0K,✅ Normal Operation
680,680,297.8K,1372,N/A,0.0K,✅ Normal Operation
681,681,297.8K,1432,N/A,0.0K,✅ Normal Operation
682,682,297.7K,1656,N/A,0.0K,✅ Normal Operation
683,683,297.8K,1410,N/A,0.0K,✅ Normal Operation
684,684,297.7K,1874,N/A,0.0K,✅ Normal Operation
685,685,297.7K,1538,N/A,0.0K,✅ Normal Operation
686,686,297.7K,1636,N/A,0.0K,✅ Normal Operation
687,687,297.7K,1504,N/A,0.0K,✅ Normal Operation
688,688,297.7K,1531,N/A,0.0K,✅ Normal Operation
689,689,297.6K,1735,N/A,0.0K,✅ Normal Operation
690,690,297.6K,1354,N/A,0.0K,✅ Normal Operation
691,691,297.6K,1413,N/A,0.0K,✅ Normal Operation
692,692,297.7K,1563,N/A,0.0K,✅ Normal Operation
693,693,297.7K,1479,N/A,0.0K,✅ Normal Operation
694,694,297.7K,1477,N/A,0.0K,✅ Normal Operation
695,695,297.6K,1394,N/A,0.0K,✅ Normal Operation
696,696,297.6K,1487,N/A,0.0K,✅ Normal Operation
697,697,297.6K,1815,N/A,0.0K,✅ Normal Operation
698,698,297.6K,1453,N/A,0.0K,✅ Normal Operation
699,699,297.6K,1539,N/A,0.0K,✅ Normal Operation
700,700,297.5K,1416,N/A,0.0K,✅ Normal Operation
701,701,297.6K,1683,N/A,0.0K,✅ Normal Operation
702,702,297.7K,1515,N/A,0.0K,✅ Normal Operation
703,703,297.7K,1531,N/A,0.0K,✅ Normal Operation
704,704,297.7K,1479,N/A,0.0K,✅ Normal Operation
705,705,297.7K,1516,N/A,0.0K,✅ Normal Operation
706,706,297.7K,1507,N/A,0.0K,✅ Normal Operation
707,707,297.8K,1434,N/A,0.0K,✅ Normal Operation
708,708,297.7K,1838,N/A,0.0K,✅ Normal Operation
709,709,297.6K,1416,N/A,0.0K,✅ Normal Operation
710,710,297.6K,1357,N/A,0.0K,✅ Normal Operation
711,711,297.5K,1697,N/A,0.0K,✅ Normal Operation
712,712,297.5K,1443,N/A,0.0K,✅ Normal Operation
713,713,297.5K,1453,N/A,0.0K,✅ Normal Operation
714,714,297.4K,1439,N/A,0.0K,✅ Normal Operation
715,715,297.4K,1609,N/A,0.0K,✅ Normal Operation
716,716,297.4K,1324,N/A,0.0K,✅ Normal Operation
717,717,297.4K,1420,N/A,0.0K,✅ Normal Operation
718,718,297.4K,1545,N/A,0.0K,✅ Normal Operation
719,719,297.5K,1477,N/A,0.0K,✅ Normal Operation
720,720,297.4K,1447,N/A,0.0K,✅ Normal Operation
721,721,297.4K,1809,N/A,0.0K,✅ Normal Operation
722,722,297.5K,1696,N/A,0.0K,✅ Normal Operation
723,723,297.5K,1427,N/A,0.0K,✅ Normal Operation
724,724,297.4K,1500,N/A,0.0K,✅ Normal Operation
725,725,297.5K,1390,N/A,0.0K,✅ Normal Operation
726,726,297.4K,1640,N/A,0.0K,✅ Normal Operation
727,727,297.4K,1628,N/A,0.0K,✅ Normal Operation
728,728,297.3K,1499,N/A,0.0K,✅ Normal Operation
729,729,297.4K,1425,N/A,0.0K,✅ Normal Operation
730,730,297.3K,1586,N/A,0.0K,✅ Normal Operation
731,731,297.3K,1471,N/A,0.0K,✅ Normal Operation
732,732,297.3K,1431,N/A,0.0K,✅ Normal Operation
733,733,297.2K,1924,N/A,0.0K,✅ Normal Operation
734,734,297.1K,1421,N/A,0.0K,✅ Normal Operation
735,735,297.0K,1305,N/A,0.0K,✅ Normal Operation
736,736,296.9K,1557,N/A,0.0K,✅ Normal Operation
737,737,296.9K,1555,N/A,0.0K,✅ Normal Operation
738,738,296.9K,1474,N/A,0.0K,✅ Normal Operation
739,739,296.8K,1506,N/A,0.0K,✅ Normal Operation
740,740,296.9K,1390,N/A,0.0K,✅ Normal Operation
741,741,296.9K,1450,N/A,0.0K,✅ Normal Operation
742,742,296.9K,1513,N/A,0.0K,✅ Normal Operation
743,743,296.8K,1643,N/A,0.0K,✅ Normal Operation
744,744,296.8K,1361,N/A,0.0K,✅ Normal Operation
745,745,296.7K,1450,N/A,0.0K,✅ Normal Operation
746,746,296.7K,1451,N/A,0.0K,✅ Normal Operation
747,747,296.8K,1289,N/A,0.0K,✅ Normal Operation
748,748,296.8K,1356,N/A,0.0K,✅ Normal Operation
749,749,296.7K,1528,N/A,0.0K,✅ Normal Operation
750,750,296.6K,1978,N/A,0.0K,✅ Normal Operation
751,751,296.7K,1535,N/A,0.0K,✅ Normal Operation
752,752,296.8K,1843,N/A,0.0K,✅ Normal Operation
753,753,296.9K,1422,N/A,0.0K,✅ Normal Operation
754,754,296.8K,1536,N/A,0.0K,✅ Normal Operation
755,755,296.9K,1483,N/A,0.0K,✅ Normal Operation
756,756,296.8K,1492,N/A,0.0K,✅ Normal Operation
757,757,296.8K,1584,N/A,0.0K,✅ Normal Operation
758,758,296.9K,1555,N/A,0.0K,✅ Normal Operation
759,759,296.8K,1497,N/A,0.0K,✅ Normal Operation
760,760,296.7K,1537,N/A,0.0K,✅ Normal Operation
761,761,296.7K,1505,N/A,0.0K,✅ Normal Operation
762,762,296.7K,1646,N/A,0.0K,✅ Normal Operation
763,763,296.7K,1286,N/A,0.0K,✅ Normal Operation
764,764,296.7K,1400,N/A,0.0K,✅ Normal Operation
765,765,296.8K,1337,N/A,0.0K,✅ Normal Operation
766,766,296.9K,1332,N/A,0.0K,✅ Normal Operation
767,767,296.8K,1561,N/A,0.0K,✅ Normal Operation
768,768,296.9K,1546,N/A,0.0K,✅ Normal Operation
769,769,296.9K,1713,N/A,0.0K,✅ Normal Operation
770,770,296.9K,1343,N/A,0.0K,✅ Normal Operation
771,771,296.8K,1391,N/A,0.0K,✅ Normal Operation
772,772,296.8K,1311,N/A,0.0K,✅ Normal Operation
773,773,296.8K,1453,N/A,0.0K,✅ Normal Operation
774,774,296.8K,1510,N/A,0.0K,✅ Normal Operation
775,775,296.8K,1448,N/A,0.0K,✅ Normal Operation
776,776,296.7K,1453,N/A,0.0K,✅ Normal Operation
777,777,296.7K,1468,N/A,0.0K,✅ Normal Operation
778,778,296.7K,1382,N/A,0.0K,✅ Normal Operation
779,779,296.7K,1580,N/A,0.0K,✅ Normal Operation
780,780,296.8K,1666,N/A,0.0K,✅ Normal Operation
781,781,296.9K,1409,N/A,0.0K,✅ Normal Operation
782,782,296.8K,1675,N/A,0.0K,✅ Normal Operation
783,783,296.8K,1698,N/A,0.0K,✅ Normal Operation
784,784,296.7K,1579,N/A,0.0K,✅ Normal Operation
785,785,296.7K,1743,N/A,0.0K,✅ Normal Operation
786,786,296.9K,1497,N/A,0.0K,✅ Normal Operation
787,787,296.9K,1741,N/A,0.0K,✅ Normal Operation
788,788,296.9K,1435,N/A,0.0K,✅ Normal Operation
789,789,296.9K,1440,N/A,0.0K,✅ Normal Operation
790,790,296.9K,1641,N/A,0.0K,✅ Normal Operation
791,791,296.8K,1420,N/A,0.0K,✅ Normal Operation
792,792,296.8K,1611,N/A,0.0K,✅ Normal Operation
793,793,296.8K,1373,N/A,0.0K,✅ Normal Operation
794,794,296.8K,1683,N/A,0.0K,✅ Normal Operation
795,795,296.9K,1547,N/A,0.0K,✅ Normal Operation
796,796,296.9K,1605,N/A,0.0K,✅ Normal Operation
797,797,296.9K,2010,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
798,798,296.8K,1565,N/A,0.0K,✅ Normal Operation
799,799,296.9K,1828,N/A,0.0K,✅ Normal Operation
800,800,297.0K,1579,N/A,0.0K,✅ Normal Operation
801,801,297.0K,1882,N/A,0.0K,✅ Normal Operation
802,802,296.9K,1285,N/A,0.0K,✅ Normal Operation
803,803,296.9K,1571,N/A,0.0K,✅ Normal Operation
804,804,296.9K,1549,N/A,0.0K,✅ Normal Operation
805,805,296.9K,1544,N/A,0.0K,✅ Normal Operation
806,806,297.0K,1412,N/A,0.0K,✅ Normal Operation
807,807,297.0K,1422,N/A,0.0K,✅ Normal Operation
808,808,297.0K,1867,N/A,0.0K,✅ Normal Operation
809,809,296.9K,1424,N/A,0.0K,✅ Normal Operation
810,810,296.9K,1452,N/A,0.0K,✅ Normal Operation
811,811,296.9K,1550,N/A,0.0K,✅ Normal Operation
812,812,296.8K,1588,N/A,0.0K,✅ Normal Operation
813,813,296.8K,1338,N/A,0.0K,✅ Normal Operation
814,814,296.8K,1513,N/A,0.0K,✅ Normal Operation
815,815,296.8K,1470,N/A,0.0K,✅ Normal Operation
816,816,296.8K,1516,N/A,0.0K,✅ Normal Operation
817,817,296.8K,1434,N/A,0.0K,✅ Normal Operation
818,818,296.8K,1368,N/A,0.0K,✅ Normal Operation
819,819,296.8K,1304,N/A,0.0K,✅ Normal Operation
820,820,296.8K,1398,N/A,0.0K,✅ Normal Operation
821,821,296.7K,1516,N/A,0.0K,✅ Normal Operation
822,822,296.7K,1474,N/A,0.0K,✅ Normal Operation
823,823,296.7K,1547,N/A,0.0K,✅ Normal Operation
824,824,296.6K,1482,N/A,0.0K,✅ Normal Operation
825,825,296.6K,1436,N/A,0.0K,✅ Normal Operation
826,826,296.6K,1474,N/A,0.0K,✅ Normal Operation
827,827,296.5K,1481,N/A,0.0K,✅ Normal Operation
828,828,296.5K,1501,N/A,0.0K,✅ Normal Operation
829,829,296.5K,1566,N/A,0.0K,✅ Normal Operation
830,830,296.5K,1579,N/A,0.0K,✅ Normal Operation
831,831,296.6K,1631,N/A,0.0K,✅ Normal Operation
832,832,296.6K,1544,N/A,0.0K,✅ Normal Operation
833,833,296.6K,1521,N/A,0.0K,✅ Normal Operation
834,834,296.6K,1616,N/A,0.0K,✅ Normal Operation
835,835,296.6K,1333,N/A,0.0K,✅ Normal Operation
836,836,296.7K,1533,N/A,0.0K,✅ Normal Operation
837,837,296.6K,1368,N/A,0.0K,✅ Normal Operation
838,838,296.6K,1465,N/A,0.0K,✅ Normal Operation
839,839,296.6K,1406,N/A,0.0K,✅ Normal Operation
840,840,296.5K,1565,N/A,0.0K,✅ Normal Operation
841,841,296.6K,1582,N/A,0.0K,✅ Normal Operation
842,842,296.6K,1439,N/A,0.0K,✅ Normal Operation
843,843,296.6K,1566,N/A,0.0K,✅ Normal Operation
844,844,296.6K,1485,N/A,0.0K,✅ Normal Operation
845,845,296.5K,1566,N/A,0.0K,✅ Normal Operation
846,846,296.3K,1439,N/A,0.0K,✅ Normal Operation
847,847,296.4K,1416,N/A,0.0K,✅ Normal Operation
848,848,296.4K,2833,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
849,849,296.3K,1465,N/A,0.0K,✅ Normal Operation
850,850,296.4K,1586,N/A,0.0K,✅ Normal Operation
851,851,296.3K,1567,N/A,0.0K,✅ Normal Operation
852,852,296.2K,1389,N/A,0.0K,✅ Normal Operation
853,853,296.3K,1368,N/A,0.0K,✅ Normal Operation
854,854,296.3K,1444,N/A,0.0K,✅ Normal Operation
855,855,296.3K,1498,N/A,0.0K,✅ Normal Operation
856,856,296.1K,1615,N/A,0.0K,✅ Normal Operation
857,857,296.1K,1898,N/A,0.0K,✅ Normal Operation
858,858,296.1K,1350,N/A,0.0K,✅ Normal Operation
859,859,296.2K,1516,N/A,0.0K,✅ Normal Operation
860,860,296.2K,1542,N/A,0.0K,✅ Normal Operation
861,861,296.1K,1541,N/A,0.0K,✅ Normal Operation
862,862,296.1K,1951,N/A,0.0K,✅ Normal Operation
863,863,296.1K,1645,N/A,0.0K,✅ Normal Operation
864,864,296.0K,1416,N/A,0.0K,✅ Normal Operation
865,865,296.0K,2044,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
866,866,295.9K,1414,N/A,0.0K,✅ Normal Operation
867,867,295.9K,1678,N/A,0.0K,✅ Normal Operation
868,868,295.9K,1594,N/A,0.0K,✅ Normal Operation
869,869,295.8K,1514,N/A,0.0K,✅ Normal Operation
870,870,295.8K,1358,N/A,0.0K,✅ Normal Operation
871,871,295.8K,1325,N/A,0.0K,✅ Normal Operation
872,872,295.8K,1339,N/A,0.0K,✅ Normal Operation
873,873,295.8K,1335,N/A,0.0K,✅ Normal Operation
874,874,295.9K,1892,N/A,0.0K,✅ Normal Operation
875,875,295.9K,1575,N/A,0.0K,✅ Normal Operation
876,876,295.8K,1444,N/A,0.0K,✅ Normal Operation
877,877,295.7K,1915,N/A,0.0K,✅ Normal Operation
878,878,295.6K,1584,N/A,0.0K,✅ Normal Operation
879,879,295.7K,1685,N/A,0.0K,✅ Normal Operation
880,880,295.8K,1337,N/A,0.0K,✅ Normal Operation
881,881,295.8K,1235,N/A,0.0K,✅ Normal Operation
882,882,295.7K,1464,N/A,0.0K,✅ Normal Operation
883,883,295.7K,1739,N/A,0.0K,✅ Normal Operation
884,884,295.7K,1490,N/A,0.0K,✅ Normal Operation
885,885,295.8K,1356,N/A,0.0K,✅ Normal Operation
886,886,295.7K,1397,N/A,0.0K,✅ Normal Operation
887,887,295.7K,1458,N/A,0.0K,✅ Normal Operation
888,888,295.7K,2161,N/A,0.0K,🔥 CRITICAL: Excessive Vibration
889,889,295.6K,1651,N/A,0.0K,✅ Normal Operation
890,890,295.6K,1389,N/A,0.0K,✅ Normal Operation
891,891,295.6K,1370,N/A,0.0K,✅ Normal Operation
892,892,295.7K,1408,N/A,0.0K,✅ Normal Operation
893,893,295.7K,1343,N/A,0.0K,✅ Normal Operation
